conversation_id,guest_text,parser_confidence,feat_intent_detected,feat_intent_confidence,feat_intent_evidence_len_norm,feat_value_detected,feat_value_confidence,feat_value_evidence_len_norm,feat_sentiment_detected,feat_sentiment_confidence,feat_sentiment_evidence_len_norm,feat_life_event_detected,feat_life_event_confidence,feat_life_event_evidence_len_norm,feat_competitive_detected,feat_competitive_confidence,feat_competitive_evidence_len_norm,feat_num_detected,feat_mean_confidence,feat_max_confidence,feat_parser_confidence,label_intent,label_value,label_sentiment,label_life_event,label_competitive,record_id,source,cache_key,conversation_turns
mwz_000110,"I want something that's moderately priced. Any type of food. I would like the north part of town, please. yes I would like their address and phone number. No, thank you goodbye",0.85,0.0,0.0,0.0,1.0,0.8,0.07083333333333333,1.0,0.7,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.8,0.85,0,1,1,0,0,mwz_000110,multiwoz_2.2,ba9d25af8221bc06ef1a1f86964c2ac39641f5c9cd3d5ea3f4ce7bcc328963c4,8
mwz_000111,"I am looking for a cheap restaurant. Do any serve spanish food? No, I would like the address and the post code please. Thank you, goodbye.",0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.07916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13999999999999999,0.7,0.8,0,0,1,0,0,mwz_000111,multiwoz_2.2,271d861a9b5911fc93176ad14c966ff6ecb766fab651b8991bf5f634fbfcdc34,8
mwz_000112,"I'm looking to get some info about a hotel called Home from Home. Yes, can you please book a room for me for 4 people for 5 nights starting on Thursday. I am also looking for an Indian restaurant that is located in the centre? Curry Garden sounds good, can you book me for 4 people at 12:15 on saturday? Could I get the reference number please? No that is all I do believe thanks for all of your help.",0.95,1.0,1.0,0.3333333333333333,1.0,1.0,0.175,1.0,0.9,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.58,1.0,0.95,1,1,1,0,0,mwz_000112,multiwoz_2.2,92ba5d7783899321df8bd37f98c54f0cc64231df2a29f0925e57f5668dcf9040,12
mwz_000113,"i need a train to bishops stortford that leaves after 16:30, please. I would like to leave on Tuesday, and depart from Cambridge. Yeah. I need to book for 7 people. Thanks for the booking. I also am looking for a guesthouse with free internet for all of us. We will be staying for five days. One moment. I am looking for 2 stars. Does Arbury Lodge Guesthouse have two stars? Yes, please book it and provide a reference number. Four star please same group of people starting Thursday I need a ref number too please. No that will be all today. Thanks!",0.85,1.0,0.9,0.14166666666666666,1.0,0.8,0.1375,1.0,0.7,0.09583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000113,multiwoz_2.2,66571580b43bfa6af3cb9052d59f60a796d7e4ba22ec790480fcb27e135a6ed7,22
mwz_000114,"I am looking for a restaurant in the centre of town. I am looking for an expensive restaurant in the centre, type of food does not matter but I need a table for 7 people for Tuesday at 13:15. Could we try for Tuesday at 12:15 please. Yes, I'm looking for a particular attraction called Whale of a Time. Could I have the postcode, address, and entrance fee? Yes, can you book me a taxi between those two? I'd like to arrive at the restaurant in time for my reservation please. No, that should do it, thanks!",0.85,1.0,0.9,0.20416666666666666,1.0,0.8,0.09583333333333334,1.0,0.7,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000114,multiwoz_2.2,d156af01ccfd4e94e0466c23b67fb1204e073515aa7898e404ba484cc25f7455,14
mwz_000115,"I'd like to find out more about taking a tour of Trinity College. Actually, can you tell me what type of attraction it is? My friend suggested it and mentioned the name, but not much else. Yes, I'd like to find a restaurant in the centre of town. I would chinese please. Yeah, I'd like a moderately priced restaurant. And type of food doesn't actually matter. Just somewhere moderately priced in the centre of town. That would be great. Can I have the phone number please? Great! Thanks. I also need a taxi to take me between the two. I want to leave the restaurant by 08:30. I would like to leave the restaurant by 8:30. Perfect, thank you for all your help. No, thank you. I've got everything I need right now.",0.85,0.0,0.35,0.0,1.0,0.8,0.16666666666666666,1.0,0.85,0.15416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.85,0.85,0,1,1,0,0,mwz_000115,multiwoz_2.2,5c442e719b52c3a8879d183a07c2aadc5ddf73f3d1bf987aea58f1ac3c6d7952,20
mwz_000116,"Hi, I need a hotel on the west side, please. I don't care about price range, but I do want the hotel to have a 4 star rating and have free wifi. No. Thank you. Goodbye. I also need information on the maharajah tandoor restaurant please. Yes, please book a table for 1 at 16:00 on Wednesday. Would you be able to schedule a taxi to take me from the Huntingdon Marriott to the Maharajah Tandoor? I need to arrive in time for my reservation. No that is all thank you for your help!",0.85,1.0,0.9,0.22083333333333333,1.0,0.8,0.18333333333333332,1.0,0.7,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000116,multiwoz_2.2,04e21b0ffbccd96608845b42df6abcf05a41bd62b5f6b81f459c6e5918eeec42,18
mwz_000117,"I'm looking for an expensive restaurant in the center of town. Is there any Turkish cuisine? If so I need the postcode and the address. I am also looking for museums in the area. I don't really care, what do you recommend? I will need the postcode and entrance fee please. Thank you. I would also like a taxi to commute between the two places. I need to arrive at Cambridge Contemporary Art by 19:15 please. No, that will be all, thank you!",0.85,0.0,0.35,0.0,0.0,0.0,0.0,1.0,0.8,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22999999999999998,0.8,0.85,0,0,1,0,0,mwz_000117,multiwoz_2.2,69281a4e796774b550c3d522c3372aa7c062d02e8a6ebac944b865b46d3cc165,14
mwz_000118,"Hey, I need a place to stay with free wifi and free parking. Thanks! I really don't care about the area. I need stay in a guesthouse that has free wifi and parking. I don't mind about the price but I want something with 4 stars. That sounds nice. Can you get it for four nights starting Thursday? Four people. Thanks. Thanks so much. That is all I need. Bye.",0.9,1.0,0.9,0.20416666666666666,1.0,0.8,0.125,1.0,0.85,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.9,0.9,1,1,1,0,0,mwz_000118,multiwoz_2.2,ca587b6d167c001ec73d1edbb8d763d293caf22d225a519652f5728c09884632,12
mwz_000119,"I am planning your trip in Cambridge. I am from Broxbourne and coming into Cambridge. I need to leave after 21:15. Can you book this for four people? Thanks, I also need a guest house. I want it to be cheap, in the centre, and it must have internet. No, I don't have a preference for star rating. as long as it has free wifi. I need a room for 2 nights for 4 people on the same day. that will be all for me today. Thank you, bye!",0.85,1.0,0.9,0.14166666666666666,1.0,0.8,0.1625,1.0,0.7,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000119,multiwoz_2.2,18619600b742c95ae45e8381d3009c10f16fb20e5eba01852afb680c7c5de2da,16
mwz_000120,"Please find me an expensive place to dine on the South side of town. How about chinese. Yes, that sounds good! Book a table for 3 at 13:45 please. I'd like to make it for Wednesday. I need a hotel in the same price range as the restaurant that has free parking and free wifi for the same group for 3 nights starting from the same day. how about 1 nights. The area does not matter. Just the criteria I stated. It will be starting Wednesday. If you can book it for my group, I need it for 3 nights starting on Wednesday.",0.85,1.0,0.9,0.14583333333333334,1.0,0.8,0.10833333333333334,1.0,0.7,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000120,multiwoz_2.2,8eb5dd1481962ad6894fbed7279556ba667fd9764baf4c1f0a6774dcc59adbe2,16
mwz_000121,"I'm trying to find a train that departs from London Kings Cross on Thursday. Can you help me book a ticket? Any time that lets me arrive by 08:45. Yes can you please book that for 8 people and give me the reference number? Yes, have you heard of a restaurant called Curry King? Can you book be there for 8 people at 18:30 on thursday? Thank you for reserving that for me. That's all I need today.",0.85,1.0,0.9,0.55,1.0,0.8,0.03333333333333333,1.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000121,multiwoz_2.2,94493e4a50c3a0187862a1ab3a684691bf26c3230f8d28662a315de1fcc4f3ea,12
mwz_000122,"I'm looking for an expensive restaurant in the south. Either one. I just need it to be open on Sunday. I would like that. A table for 8 at 12:00. I'm looking for a guesthouse to stay at. It should have free parking. Yes, that would be great. I'll need it booked for the same group of people, 2 nights, and starting on the same day. i dont think so. i think thats all. take care. bye.",0.85,1.0,0.9,0.175,1.0,0.8,0.09583333333333334,1.0,0.7,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000122,multiwoz_2.2,d4f1c448e15a5ee08d3eb1ecc46ad1447ef17fcf08479af8d4f64d0bbd76c1d1,12
mwz_000123,"I am looking for a certain hotel. Yes, I'm looking for Hobson's House. Could I get the postcode please? No, that's it. Thanks!",0.85,0.0,0.1,0.0,1.0,0.9,0.058333333333333334,1.0,0.8,0.029166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.36,0.9,0.85,0,1,1,0,0,mwz_000123,multiwoz_2.2,0ba059178865ab79d52819f0ddb1639fc8afdaffff087abcfd9c2e5ad1ba4330,8
mwz_000124,"I am looking for a place to stay. I'm looking for a guesthouse with free parking and free wifi. No, I don't care about the location. I do want a 4 star place though. Yes. Where is a good expensive restaurant in the West area of town? Can you give me some examples of the type of cuisine that is available? What's the address, postcode and phone number of the thai restaurant? Yes can you please book that for me? let's book it for wednesday please. I think we're jumping way ahead of ourselves here. Let's start afresh. Please get me the address to the acorn and then we can proceed with getting a taxi. Thank you! Good bye.",0.85,1.0,0.9,0.15,1.0,0.8,0.13333333333333333,1.0,0.7,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000124,multiwoz_2.2,b6a7a330bba630d0bda4cc852a93ec26bb411c61a8f253d2609170037938fb5f,20
mwz_000125,"I'm looking for a place to dine in the centre in the moderate price range. Yes, that would be fine. I don't need a book but can you give me the phone number and address for Cotto? Thanks. Can you tell what attractions are near the restaurant? No, what do you recommend? What is the entrance fee and phone number? I also want a taxi two go between those two places. I want to leave the college by 07:00 so please go ahead and book that taxi for me. that is all i needed. i appreciate your help alot",0.9,1.0,0.9,0.17083333333333334,1.0,0.8,0.15,1.0,0.85,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.9,0.9,1,1,1,0,0,mwz_000125,multiwoz_2.2,405849d50d3db3b7606f193fb8c5d82e4e602bad70aaf50611189a82f6824003,16
mwz_000126,i am looking for places to go in town. The attraction should be in the type of college and should be in the centre. ok. What is their phone number? I also need a hotel to stay in. I need a HOTEL in the cheap price range. Does it have free parking? Okay. Please book a stay starting on Tuesday for 4 nights and 3 people. thanks for all of your help!,0.85,1.0,0.9,0.2708333333333333,1.0,0.8,0.16666666666666666,1.0,0.7,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000126,multiwoz_2.2,e05db0b338c73008502c35f87d3a18f88dd79bc0f327554178fd6d377de786f4,14
mwz_000127,"Can you help me find a cheap restaurant in the centre? Oh, yes! Italian, please. No, let's try italian on the cheap side located in the centre. Book for 7 people on wednesday at 11:45 please. Could I get the reference number please? No thank you! Goodbye.",0.85,1.0,0.9,0.19583333333333333,1.0,0.8,0.125,1.0,0.7,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000127,multiwoz_2.2,8fb0934fb1e9cf83158070520d3454f1a9cb26989223c9797f9511cd8065c213,10
mwz_000128,"I would like a restaurant in the centre and in the moderate price range. No, the restaurant should serve modern european food. Let's try the Brasserie. Just 1 person at 13:15 on thursday. Thanks. That's all I need!",0.85,1.0,0.9,0.1,1.0,0.8,0.12083333333333333,1.0,0.7,0.10833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000128,multiwoz_2.2,be1f95275f67dc204134789bc6e9b5574393f3f5c5edbeeed7171457f2937124,10
mwz_000129,"Hello, can I please have some information on the types of museums that are available in Cambridge and their location? Not really anywhere specific, and I don't care about the price range. I also need a place to eat, I want European food and it needs to be expensive. It doesn't matter. You choose. Can I get the area, phone number and address please? No thank you, that's all the information I need right now.",0.9,0.0,0.0,0.0,1.0,0.8,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.8,0.9,0,1,0,0,0,mwz_000129,multiwoz_2.2,395772db0f8daf35d0d0721745f0877d40638efb0840744f6b7da470d90aad9f,12
mwz_000130,"Hi! Can you give me some information on the Royal Spice restaurant? I would like to book for two on Wednesday, at 17:15. Great, thanks! That's all I needed!",1.0,1.0,1.0,0.21666666666666667,1.0,1.0,0.125,1.0,0.9,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.58,1.0,1.0,1,1,1,0,0,mwz_000130,multiwoz_2.2,42e980c02b4872e7a950e9a79290c43d3e26b40a85fa8aae0106e0cb20e46ab8,6
mwz_000131,"Hi, I am planning my Cambridge trip and could use some help with a particular attraction. No, I need help with a particular attraction. Can you help? I'm looking for tenpin I want the address and entrance fee. Yes, I also wanted to find an expensive guesthouse to stay at. What about a 4 star guest with free parking. If there is no such guesthouse how about one that is in the cheap range. I don't have a preference. Please make a suggestion and book it for 6 people for 2 nights starting on friday. No that will be it for today, thank you.",0.85,1.0,0.9,0.3416666666666667,1.0,0.8,0.22083333333333333,1.0,0.7,0.041666666666666664,1.0,0.6,0.10833333333333334,0.0,0.0,0.0,0.8,0.6000000000000001,0.9,0.85,1,1,1,1,0,mwz_000131,multiwoz_2.2,600ace548c93b0675f5d7674b8938e9bbdf13df16f51c7ecc105d8a98087525d,14
mwz_000132,"Hi, I could use help with my planning. I am trying to find a place to stay. I would like it to be in the south and have a rating of 3 stars. Okay can you please book it for 7 people for 4 nights starting on Tuesday? The hotel, please.",0.85,1.0,0.9,0.30833333333333335,1.0,0.8,0.17083333333333334,1.0,0.7,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000132,multiwoz_2.2,2e9c0183a5cd33b645e539438cd9515580068d36c662e0a0f4fc21d451a5bf35,10
mwz_000133,"Hello, I am looking for a restaurant that serves Portuguese food. What is their address? Thank you so much!",0.85,0.0,0.0,0.0,1.0,0.9,0.15833333333333333,1.0,0.8,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.34,0.9,0.85,0,1,1,0,0,mwz_000133,multiwoz_2.2,a8dd4fa1f82ab904c4f0ad42ef0ff50b5e81fcaf687b843c66b35216f4cd0432,6
mwz_000134,"I am looking for some places to go in town. I'm so excited about seeing some of the local attractions. What do you recommend? I will be need the address, entrance fee, and postcode for what you recommend please. Yes, I'm also looking for a place to stay. The hotel doesn't need to include internet. I'm sorry,was Christ's College in the centre? I did need something in that area. Is there one in the centre with free parking. Okay. I'd like a hotel that includes free parking then. Please book it for 7 people for 5 nights starting Thursday. Great I also need a taxi to commute between the two places. i want to leave by 10:45. Great, thanks! That's everything I needed.",0.95,1.0,1.0,0.24583333333333332,1.0,0.9,0.0875,1.0,0.8,0.24166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.54,1.0,0.95,1,1,1,0,0,mwz_000134,multiwoz_2.2,c3703242fe227bbda1e2815c1ab805a5dd05cc3cfbe81d0eff00908eda6a0831,22
mwz_000135,"I am looking for an expensive gastropub restaurant in Cambridge. Yes I need the one in the east. Yes. We need a table for 2 at 14:45 on Saturday. How about at 13:45? Thank you so much. Can you help me find a place to stay? I would like a 3 star place that's in the expensive price range. I would like it to have free parking, please. I would like to book a room, please. Actually, I think I'll hold off on the reservation, but can you provide their phone number, please? Thank you. Do you know what type of hotel Lensfield is? Does this hotel offer free wifi? I need to book a taxi to go between both places,needs to arrive after we finish at restaurant and I need car type and number. Actually, I know I said *after* we finish at the restaurant, but it turns out I need the taxi arrives at the restaurant at the reservation time - 13:45 on Saturday. Great, thanks so much. Sorry for the confusion. That is everything, thanks for your help.",0.9,1.0,0.9,0.2,1.0,0.8,0.26666666666666666,1.0,0.85,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.9,0.9,1,1,1,0,0,mwz_000135,multiwoz_2.2,077cc01331a384b61b685c7f8a3673ddfaf795c71cc911b32c93f7dc745d3db3,28
mwz_000136,"I'm looking for an attraction in the category of swimming pool. Please tell me about the locations of some pools in the south. One in the east is fine. I need the address please? Yes, I'm also looking for a guesthouse in a moderate price range. The area doesn't matter, but it should have 4 stars please. Could you book rooms for 7 people for 4 nights starting from Saturday? I will need the reference number. That is all I need. Thank you for your help!",0.85,1.0,0.9,0.2916666666666667,1.0,0.8,0.12916666666666668,1.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000136,multiwoz_2.2,a86c59c9ee3f180d7771cbf0479a52dcecd71f18f5e06beecd7fb9378dd47cd1,18
mwz_000137,"I'm looking for lodgings on the east side, in the expensive price range. it doesn't need a free parking. Can you book a room for me? I do not need to book. I just need to know the how many stars it has, the phone number there, and if they have WiFi. I am also trying to find a Venetian restaurant. Are there any in town? Please book it for me. Can you make a reservation for Monday at 19:30 for 8 people? Um I think you're getting ahead of yourself? I'm still waiting on that reference number for the booking you said you'd complete.... Oh...alright...well I guess not then. You weren't very helpful but whatever bye",0.85,1.0,0.9,0.20833333333333334,1.0,0.8,0.11666666666666667,1.0,0.7,0.17083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000137,multiwoz_2.2,9cb54f9e980b70414758950dfa0627e3a0609c3dcd8aeb49379d1a25b390e122,18
mwz_000138,"I am looking for a place to stay. It doesn't matter. No, I need a guesthouse with free wifi. No, I just need to know if they have free parking. Ok, I would prefer something else with parking. Thanks, does it have free wifi as well? Thanks, that's all I need. Good bye.",0.6,0.0,0.1,0.0,0.0,0.1,0.0,1.0,0.7,0.10833333333333334,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.21999999999999997,0.7,0.6,0,0,1,0,0,mwz_000138,multiwoz_2.2,23b792e37f640166c685099281342aa53ba8b080e85c3b0519815c571bedac5b,14
mwz_000139,"I am looking for Warkworth House hotel. Any information on it? Ok, and what area of town is that in? Thank you. Are there any attractions I could visit in the town centre? No not really. Can you recommend me an attraction that's in the centre area? Can I also get the address, entrance fee, and phone number for it? Thanks! Whatever is the most popular attraction. Great, thank you for the info. Have a nice day! I'm all set. Thanks for your assistance.",0.7,0.0,0.1,0.0,0.0,0.1,0.0,1.0,0.8,0.125,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.24000000000000005,0.8,0.7,0,0,1,0,0,mwz_000139,multiwoz_2.2,c3a58d3f498aad5648d54890b244c9c61ae87594f9c91f8884d7a70f4c4438a1,14
mwz_000140,"Hi, I need a place to stay with free wifi and in a moderate price range. I prefer the eastern part of town and something that is 4-star rated. Yes I am looking for free parking. No thanks, I am not quite ready to make a reservation yet. Thanks for the information. No, that's all I need. I'm going to give the hotel a call. Thank you for your help!",0.9,0.0,0.8,0.19583333333333333,1.0,0.9,0.1625,1.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.51,0.9,0.9,0,1,1,0,0,mwz_000140,multiwoz_2.2,be7414ee05993a3437244c18468f9b191f812037b98b87c56aa546fa0f61e4ad,10
mwz_000141,"I am looking for a train arriving by 9:45 on Tuesday. I am going from Cambridge to Leicester. I'm sorry, we have that mixed up. I need to depart from leicester and go to cambridge. Do you have a train that arrives by 09:45 in cambridge? Yes I would like help with booking the train and I will also need to book a hotel. Can you help me find a 5-star room somewhere that offers free parking and wifi? Yes, 4 stars would be fine. Yes please. There are 5 of us total and we need 4 nights in a row. Thank you. I'd like to start my stay on Tuesday, please. Nope, that'll take care of everything, thanks!",0.85,1.0,0.9,0.3416666666666667,1.0,0.8,0.225,1.0,0.7,0.041666666666666664,1.0,0.6,0.1375,0.0,0.0,0.0,0.8,0.6000000000000001,0.9,0.85,1,1,1,1,0,mwz_000141,multiwoz_2.2,7e4e72157cec8735ff7852f84529c37633ef55899fb395b30b2acbb10123104b,22
mwz_000142,"Hi. Can you help me find a train? I want to leave on Sunday, please. I'll be departing from cambridge and want to arrive by 19:30 on sunday. Could I also get the train ID as well? kings lynn and I also looking for a restaurant in the south and expensive price range. arriving by 19:30 on sunday. I need the train's ID please. Leaving cambridge going to kings lynn. I'd like something a little later in the day, please. please do. i would also like help finding an expensive restaurant. South area, and food type doesn't matter. I need it for 3 people at 15:45 on the same day, if that time doesn't work 14:45 and i'd like a reference number. Thank you for your help. That is all I need.",0.85,0.0,0.35,0.0,1.0,0.8,0.19583333333333333,1.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.37,0.8,0.85,0,1,1,0,0,mwz_000142,multiwoz_2.2,bbaa97473fdaf17318a45e0ea5d114ede167426925cb48840732e026f1171cde,22
mwz_000143,"I am looking for a hotel in Cambridge. Just a 4 star guesthouse that has free parking please. Do not care what area,it will be for 2 people and for 4 nights starting Wednesday. Can we book it for 2 people for 4 nights? Could you try it for one night only? Yes please, and I'll need the reference number. I am also looking for an expensive mediterranean restaurant in the west. Yes, how about a restaurant that serves Indian food? Cocum sound fine, but I just need the postcode, please. No reservation. Thank you! That's all I need. Goodbye!",0.85,1.0,0.9,0.17083333333333334,1.0,0.8,0.1625,1.0,0.7,0.12083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000143,multiwoz_2.2,43f7974125e18112416513ab4d79b9a552695c4e5ad4342908d73b83a3f2894e,20
mwz_000144,"I need a train for this Friday that leaves anytime after 2:15 that afternoon. I would like to go to Stevenage please and depart from Cambridge. Not right now, but I was wondering if you could tell me about expensive restaurants in the center of town. I don't care about the food type. That sounds great. What is their price range? Let's go ahead and book that for 8 people at 10:30 on Friday, and I will need that reference number, please.",0.85,1.0,0.9,0.25,1.0,0.8,0.12916666666666668,1.0,0.7,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4800000000000001,0.9,0.85,1,1,1,0,0,mwz_000144,multiwoz_2.2,fdef47836f4702a0026446e551efffe8273f86be8b3a0013db758c39f2b65a20,14
mwz_000145,"Can you give me some information on the Avalon Hotel? Not at the moment, can I have their phone number? No, that covers it. Thanks!",0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.029166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.8,0.7,0,0,1,0,0,mwz_000145,multiwoz_2.2,d15a778a5141978ea1e6a66d58cbcfe80fb53e136909dcc5dd5f23b64e6cfecc,6
mwz_000146,"Looking for a restaurant on the South part of town? I do not have a preference. I would like something in the cheap price range, please. Can I have the address and phone number please? Thank you goodbye.",0.85,0.0,0.0,0.0,1.0,0.9,0.23333333333333334,1.0,0.8,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.34,0.9,0.85,0,1,1,0,0,mwz_000146,multiwoz_2.2,1f8c3d8182a5d354733ef6049d477991e8d934c7e91f63d7f45167fc10181ef8,10
mwz_000147,"I am looking for a French restaurant. North Part of Town. Yes, what is the address of Restaurant Two Two? Thank you, good bye.",0.8,0.0,0.1,0.0,1.0,0.9,0.07083333333333333,1.0,0.7,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.33999999999999997,0.9,0.8,0,1,1,0,0,mwz_000147,multiwoz_2.2,24583e3e27617c48c820a24503b68c0c205e1d75ebbade5f9d873aeaf018d7c7,8
mwz_000148,I'm looking for an expensive restaurant in the center of town. Not actually. I won't be needing anything else at this time. thank you. Good bye. That's all I need from you today. Thanks. Thank you for your help,0.7,0.0,0.1,0.0,1.0,0.8,0.09583333333333334,1.0,0.9,0.09583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.36,0.9,0.7,0,1,1,0,0,mwz_000148,multiwoz_2.2,b1df3332fa4b713b8c619a286c99483c520001272555f6b81a56b6e009adad45,10
mwz_000149,"Hi! I'm looking for an attraction named Kambar. thanks i want to get its entry fee and address. Is there a entrance fee? I am also interested in a place to stay, that includes free parking. I would like an expensive 3-star hotel. What do you recommend? Just to confirm, does the Lensfield have free parking? If so I'd like to book for 6 people, 3 nights, starting on thursday. Yes, can you please book a room with the details I already provided. Thank you so much. I appreciate your help with this. That is all, thank you for all your help.",0.9,1.0,0.9,0.25833333333333336,1.0,0.8,0.14166666666666666,1.0,0.85,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.9,0.9,1,1,1,0,0,mwz_000149,multiwoz_2.2,7963acad745e81e87d4121ff7000e9c63bc91350b6b060b02cb955fb3ab9ea91,20
mwz_000150,"I'm looking for a cheap portuguese restaurant. Yes, could I get the location and the phone number please. I prefer the Nandos in the City Center. Also, I need information about museums or art galleries in the west. Yes, I am looking to kill some time in town. Are there any museums on the west side? Thank you. What is the post code for Cafe Jello Gallery? Great I also need to get a taxi between the two places. I would like to leave the restaurant by 04:00. Can I get a contact number at least? Thank you, that should be all for today.",0.85,0.0,0.35,0.0,0.0,0.0,0.0,1.0,0.8,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22999999999999998,0.8,0.85,0,0,1,0,0,mwz_000150,multiwoz_2.2,add64951209be1cbdf5e762ef135c271121f565a90d66791554a5160902404ea,18
mwz_000151,"I'm looking for some cheap Chinese food. I would like the centre. Yes, I'd like to make a reservation at the Rice House for one person at 11:00 on Sunday please. I am looking for any multiple sport attractions near the restaurant to visit. Are there any museums in that area? Please provide the entrance fees. I would like you to pick a nice on and give me more info on it please. Yes that one sounds nice. Can you tell me when they open and close also? No that's everything for me today! Thank you!",0.85,1.0,0.9,0.375,0.0,0.0,0.0,1.0,0.8,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.34,0.9,0.85,1,0,1,0,0,mwz_000151,multiwoz_2.2,786aa6a344d8dfaadc2583f1e80ca215a9d105f8b87e14c5bbd1d8a81128738f,18
mwz_000152,"I'm looking for an indonesian restaurant that's moderate in price. Are you sure? I thought there was one located in the centre of town. Asian oriental food sounds good. What options do you have available? I'm not really worried about price. Which do you suggest that is located in the centre? I think I would like to be in the moderate price range please. Actually, can you give me the phone number for Yippee Noodle Bar instead? I am also looking for a train. The train should arrive by 16:15 and should leave on Friday. I want to go to norwich from cambridge. Can you suggest one? I would like to arrive in Norwich about 4:15 PM. Yes, one ticket please. When does the TR8314 leave? Great! Thanks for all your help. No, that is all. Thanks, goodbye.",0.85,0.0,0.35,0.0,1.0,0.8,0.2,1.0,0.7,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.37,0.8,0.85,0,1,1,0,0,mwz_000152,multiwoz_2.2,52b79a237124453b07027fd51c6bfa26a683dc7cdd251c93ae1ead9a6e18612e,26
